"","HumanSample","HumanCohort","SiteComparison","MeanBrayCurtis"
"1241","W0115-V403NS01","Farmer","Different Site",0.737393475703539
"1242","W0115-V403NS01","Farmer","Same Site",0.615992411032739
"1243","W0116-F001NS01","Farmer","Different Site",0.77323654047302
"1244","W0116-F001NS01","Farmer","Same Site",0.703455482040287
"1245","W0116-P001NS01","Farmer","Different Site",0.769679301085796
"1246","W0116-P001NS01","Farmer","Same Site",0.670108945741873
"1247","W0116-V103NS01","Farmer","Different Site",0.823391297399569
"1248","W0116-V103NS01","Farmer","Same Site",0.77241677902316
"1249","W0116-V202NS01","Farmer","Different Site",0.753794087749947
"1250","W0116-V202NS01","Farmer","Same Site",0.697379084408525
"1251","W0116-V203NS01","Farmer","Different Site",0.899747360482805
"1252","W0116-V203NS01","Farmer","Same Site",0.887405456803967
"1253","W0116-V301NS01","Farmer","Different Site",0.731912615571275
"1254","W0116-V301NS01","Farmer","Same Site",0.624786566524508
"1255","W0116-V302NS01","Farmer","Different Site",0.834954009257063
"1256","W0116-V302NS01","Farmer","Same Site",0.766859492258412
"1257","W0116-V303NS01","Farmer","Different Site",0.824078991061686
"1258","W0116-V303NS01","Farmer","Same Site",0.783852114019249
"1259","W0116-V402NS01","Farmer","Different Site",0.725314364439892
"1260","W0116-V402NS01","Farmer","Same Site",0.692763034692189
"1261","W0116-V403NS01","Farmer","Different Site",0.742427524455652
"1262","W0116-V403NS01","Farmer","Same Site",0.653618936895383
"1263","W0117-F001NS01","Farmer","Different Site",0.780752429298452
"1264","W0117-F001NS01","Farmer","Same Site",0.717354857050604
"1265","W0117-V103NS01","Farmer","Different Site",0.855748400387713
"1266","W0117-V103NS01","Farmer","Same Site",0.81131916646869
"1267","W0117-V203NS01","Farmer","Different Site",0.911870918370993
"1268","W0117-V203NS01","Farmer","Same Site",0.894843540036432
"1269","W0117-V301NS01","Farmer","Different Site",0.787933186930097
"1270","W0117-V301NS01","Farmer","Same Site",0.711639306394185
"1271","W0117-V302NS01","Farmer","Different Site",0.78501563790342
"1272","W0117-V302NS01","Farmer","Same Site",0.698821678733698
"1273","W0117-V303NS01","Farmer","Different Site",0.802371396425414
"1274","W0117-V303NS01","Farmer","Same Site",0.741772995419617
"1275","W0117-V401NS01","Farmer","Different Site",0.824162317362886
"1276","W0117-V401NS01","Farmer","Same Site",0.779741410770109
"1277","W0117-V402NS01","Farmer","Different Site",0.856471083619907
"1278","W0117-V402NS01","Farmer","Same Site",0.793318276094024
"1279","W0117-V403NS01","Farmer","Different Site",0.800830972859222
"1280","W0117-V403NS01","Farmer","Same Site",0.724721603113904
"1281","W0119-S001NS01","Farmer","Different Site",0.939582668740879
"1282","W0119-S001NS01","Farmer","Same Site",0.94404355815626
"1283","W0119-V103NS01","Farmer","Different Site",0.939721439742575
"1284","W0119-V103NS01","Farmer","Same Site",0.943994860437475
"1285","W0119-V202NS01","Farmer","Different Site",0.802347748355719
"1286","W0119-V202NS01","Farmer","Same Site",0.806106870465491
"1287","W0119-V203NS01","Farmer","Different Site",0.806274082710763
"1288","W0119-V203NS01","Farmer","Same Site",0.81592033571056
"1289","W0119-V302NS01","Farmer","Different Site",0.791063899020881
"1290","W0119-V302NS01","Farmer","Same Site",0.800857114583609
"1291","W0119-V303NS01","Farmer","Different Site",0.927551754225522
"1292","W0119-V303NS01","Farmer","Same Site",0.932676009372439
"1293","W0119-V402NS01","Farmer","Different Site",0.899246709442923
"1294","W0119-V402NS01","Farmer","Same Site",0.900974979736509
"1295","W0120-S001NS01","Farmer","Different Site",0.784305853290917
"1296","W0120-S001NS01","Farmer","Same Site",0.645129541010842
"1297","W0120-V103NS01","Farmer","Different Site",0.821140194566199
"1298","W0120-V103NS01","Farmer","Same Site",0.749716387562629
"1299","W0120-V201NS01","Farmer","Different Site",0.798113322176523
"1300","W0120-V201NS01","Farmer","Same Site",0.72452662321141
"1301","W0120-V202NS01","Farmer","Different Site",0.890163552696777
"1302","W0120-V202NS01","Farmer","Same Site",0.892638782013697
"1303","W0120-V203NS01","Farmer","Different Site",0.805187976715188
"1304","W0120-V203NS01","Farmer","Same Site",0.751655742201522
"1305","W0120-V301NS01","Farmer","Different Site",0.837774174552479
"1306","W0120-V301NS01","Farmer","Same Site",0.79445119658523
"1307","W0120-V302NS01","Farmer","Different Site",0.739163960963944
"1308","W0120-V302NS01","Farmer","Same Site",0.708349904248619
"1309","W0120-V303NS01","Farmer","Different Site",0.91299547271213
"1310","W0120-V303NS01","Farmer","Same Site",0.916658722272781
"1311","W0120-V402NS01","Farmer","Different Site",0.719068522088618
"1312","W0120-V402NS01","Farmer","Same Site",0.658207992028696
"1313","W0120-V403NS01","Farmer","Different Site",0.794914396610606
"1314","W0120-V403NS01","Farmer","Same Site",0.791127503234102
"1315","W0121-F001NS01","Farmer","Different Site",0.883168137386892
"1316","W0121-F001NS01","Farmer","Same Site",0.855201827003597
"1317","W0121-S001NS01","Farmer","Different Site",0.80868530393824
"1318","W0121-S001NS01","Farmer","Same Site",0.775482250518783
"1319","W0121-V103NS01","Farmer","Different Site",0.863450242216314
"1320","W0121-V103NS01","Farmer","Same Site",0.831011319813255
"1321","W0121-V202NS01","Farmer","Different Site",0.903099206690841
"1322","W0121-V202NS01","Farmer","Same Site",0.897286486182904
"1323","W0121-V203NS01","Farmer","Different Site",0.897033298615058
"1324","W0121-V203NS01","Farmer","Same Site",0.871179469850516
"1325","W0121-V301NS01","Farmer","Different Site",0.864818115701365
"1326","W0121-V301NS01","Farmer","Same Site",0.83116851045059
"1327","W0121-V302NS01","Farmer","Different Site",0.928432729461751
"1328","W0121-V302NS01","Farmer","Same Site",0.912371031950107
"1329","W0121-V303NS01","Farmer","Different Site",0.944518073626649
"1330","W0121-V303NS01","Farmer","Same Site",0.92708395761148
"1331","W0121-V402NS01","Farmer","Different Site",0.843506608744802
"1332","W0121-V402NS01","Farmer","Same Site",0.813226171623934
"1333","W0121-V403NS01","Farmer","Different Site",0.874859948063393
"1334","W0121-V403NS01","Farmer","Same Site",0.852927165378872
"1335","W0122-S001NS01","Farmer","Different Site",0.886064224603463
"1336","W0122-S001NS01","Farmer","Same Site",0.894270975345592
"1337","W0122-V103NS01","Farmer","Different Site",0.902666670340432
"1338","W0122-V103NS01","Farmer","Same Site",0.91630907637786
"1339","W0122-V201NS01","Farmer","Different Site",0.933621554584038
"1340","W0122-V201NS01","Farmer","Same Site",0.95562461153149
"1341","W0122-V202NS01","Farmer","Different Site",0.951380443289367
"1342","W0122-V202NS01","Farmer","Same Site",0.95656879148966
"1343","W0122-V203NS01","Farmer","Different Site",0.832161062809129
"1344","W0122-V203NS01","Farmer","Same Site",0.845822759306952
"1345","W0122-V301NS01","Farmer","Different Site",0.909569799275711
"1346","W0122-V301NS01","Farmer","Same Site",0.92754957223254
"1347","W0122-V302NS01","Farmer","Different Site",0.987232794536896
"1348","W0122-V302NS01","Farmer","Same Site",0.985342558986183
"1349","W0122-V303NS01","Farmer","Different Site",0.908915213111535
"1350","W0122-V303NS01","Farmer","Same Site",0.920348625988658
"1351","W0122-V402NS01","Farmer","Different Site",0.931865713676773
"1352","W0122-V402NS01","Farmer","Same Site",0.94909971764055
"1353","W0122-V403NS01","Farmer","Different Site",0.923271338208153
"1354","W0122-V403NS01","Farmer","Same Site",0.949310432984481
"1355","W0123-S001NS01","Farmer","Different Site",0.800830618956044
"1356","W0123-S001NS01","Farmer","Same Site",0.666067489632942
"1357","W0123-V103NS01","Farmer","Different Site",0.79879556762935
"1358","W0123-V103NS01","Farmer","Same Site",0.674613193559087
"1359","W0123-V201NS01","Farmer","Different Site",0.859804890609489
"1360","W0123-V201NS01","Farmer","Same Site",0.845020612096608
"1361","W0123-V202NS01","Farmer","Different Site",0.816847599586048
"1362","W0123-V202NS01","Farmer","Same Site",0.699895246694733
"1363","W0123-V203NS01","Farmer","Different Site",0.933307266828986
"1364","W0123-V203NS01","Farmer","Same Site",0.834473115011769
"1365","W0123-V301NS01","Farmer","Different Site",0.771703499728763
"1366","W0123-V301NS01","Farmer","Same Site",0.655082410641723
"1367","W0123-V302NS01","Farmer","Different Site",0.966505880477562
"1368","W0123-V302NS01","Farmer","Same Site",0.931350853115913
"1369","W0123-V402NS01","Farmer","Different Site",0.81570026172036
"1370","W0123-V402NS01","Farmer","Same Site",0.719065084597501
"1371","W0124-S001NS01","Farmer","Different Site",0.761690545804458
"1372","W0124-S001NS01","Farmer","Same Site",0.762721390068285
"1373","W0124-V103NS01","Farmer","Different Site",0.928369654063904
"1374","W0124-V103NS01","Farmer","Same Site",0.945407876597042
"1375","W0124-V201NS01","Farmer","Different Site",0.958609458743939
"1376","W0124-V201NS01","Farmer","Same Site",0.971809463344129
"1377","W0124-V202NS01","Farmer","Different Site",0.979941546340932
"1378","W0124-V202NS01","Farmer","Same Site",0.987785888056773
"1379","W0124-V203NS01","Farmer","Different Site",0.840163268531764
"1380","W0124-V203NS01","Farmer","Same Site",0.868156763457934
"1381","W0124-V301NS01","Farmer","Different Site",0.892584543814182
"1382","W0124-V301NS01","Farmer","Same Site",0.929934086507078
"1383","W0124-V302NS01","Farmer","Different Site",0.991720611694546
"1384","W0124-V302NS01","Farmer","Same Site",0.995196580624595
"1385","W0124-V402NS01","Farmer","Different Site",0.826936801497455
"1386","W0124-V402NS01","Farmer","Same Site",0.849430305633808
"1387","W0125-S001NS01","Farmer","Different Site",0.844103301554113
"1388","W0125-S001NS01","Farmer","Same Site",0.923303617948185
"1389","W0125-V103NS01","Farmer","Different Site",0.790934359042643
"1390","W0125-V103NS01","Farmer","Same Site",0.801699136968811
"1391","W0125-V201NS01","Farmer","Different Site",0.820596662004316
"1392","W0125-V201NS01","Farmer","Same Site",0.894253391165221
"1393","W0125-V202NS01","Farmer","Different Site",0.851424929347503
"1394","W0125-V202NS01","Farmer","Same Site",0.916047809934048
"1395","W0125-V203NS01","Farmer","Different Site",0.783219271194264
"1396","W0125-V203NS01","Farmer","Same Site",0.772069746932119
"1397","W0125-V301NS01","Farmer","Different Site",0.75310566233565
"1398","W0125-V301NS01","Farmer","Same Site",0.813365005947649
"1399","W0125-V302NS01","Farmer","Different Site",0.79979797275958
"1400","W0125-V302NS01","Farmer","Same Site",0.841666296162347
"1401","W0125-V303NS01","Farmer","Different Site",0.79818022540822
"1402","W0125-V303NS01","Farmer","Same Site",0.792811874667824
"1403","W0125-V402NS01","Farmer","Different Site",0.851358420554398
"1404","W0125-V402NS01","Farmer","Same Site",0.877537050789799
"1405","W0125-V403NS01","Farmer","Different Site",0.870483404601877
"1406","W0125-V403NS01","Farmer","Same Site",0.895962868500123
"1407","W0126-S001NS01","Farmer","Different Site",0.870063402902061
"1408","W0126-S001NS01","Farmer","Same Site",0.880171542941172
"1409","W0126-V103NS01","Farmer","Different Site",0.764314588874783
"1410","W0126-V103NS01","Farmer","Same Site",0.810560734907891
"1411","W0126-V201NS01","Farmer","Different Site",0.855641127502811
"1412","W0126-V201NS01","Farmer","Same Site",0.85562159834744
"1413","W0126-V202NS01","Farmer","Different Site",0.793673471568933
"1414","W0126-V202NS01","Farmer","Same Site",0.838484223138617
"1415","W0126-V203NS01","Farmer","Different Site",0.79456711168296
"1416","W0126-V203NS01","Farmer","Same Site",0.864064534953552
"1417","W0126-V301NS01","Farmer","Different Site",0.875772040633225
"1418","W0126-V301NS01","Farmer","Same Site",0.897209777676714
"1419","W0126-V302NS01","Farmer","Different Site",0.833511499932071
"1420","W0126-V302NS01","Farmer","Same Site",0.864893157253206
"1421","W0126-V303NS01","Farmer","Different Site",0.853386055681024
"1422","W0126-V303NS01","Farmer","Same Site",0.873349510136827
"1423","W0126-V402NS01","Farmer","Different Site",0.902973377941156
"1424","W0126-V402NS01","Farmer","Same Site",0.933978379415546
"1425","W0126-V403NS01","Farmer","Different Site",0.746850736721612
"1426","W0126-V403NS01","Farmer","Same Site",0.787535527024629
"1427","W0127-S001NS01","Farmer","Different Site",0.906000732542485
"1428","W0127-S001NS01","Farmer","Same Site",0.916221522178906
"1429","W0127-V103NS01","Farmer","Different Site",0.935486457209702
"1430","W0127-V103NS01","Farmer","Same Site",0.940574011737805
"1431","W0127-V201NS01","Farmer","Different Site",0.90850194500582
"1432","W0127-V201NS01","Farmer","Same Site",0.917556661269645
"1433","W0127-V202NS01","Farmer","Different Site",0.925307480382952
"1434","W0127-V202NS01","Farmer","Same Site",0.935615286440255
"1435","W0127-V203NS01","Farmer","Different Site",0.898187280996566
"1436","W0127-V203NS01","Farmer","Same Site",0.89410121786844
"1437","W0127-V301NS01","Farmer","Different Site",0.920566678452327
"1438","W0127-V301NS01","Farmer","Same Site",0.927859875309655
"1439","W0127-V302NS01","Farmer","Different Site",0.850895323715501
"1440","W0127-V302NS01","Farmer","Same Site",0.834806405518374
"1441","W0127-V303NS01","Farmer","Different Site",0.895344267341732
"1442","W0127-V303NS01","Farmer","Same Site",0.887467973884941
"1443","W0127-V402NS01","Farmer","Different Site",0.929589198201395
"1444","W0127-V402NS01","Farmer","Same Site",0.9394196893129
"1445","W0127-V403NS01","Farmer","Different Site",0.922403003709062
"1446","W0127-V403NS01","Farmer","Same Site",0.923644362294158
"1447","W0128-S001NS01","Farmer","Different Site",0.940609733118502
"1448","W0128-S001NS01","Farmer","Same Site",0.938654446040541
"1449","W0128-V103NS01","Farmer","Different Site",0.928858470018449
"1450","W0128-V103NS01","Farmer","Same Site",0.925111025378348
"1451","W0128-V201NS01","Farmer","Different Site",0.907337014503783
"1452","W0128-V201NS01","Farmer","Same Site",0.904021772470196
"1453","W0128-V202NS01","Farmer","Different Site",0.935968698581846
"1454","W0128-V202NS01","Farmer","Same Site",0.935007056878001
"1455","W0128-V203NS01","Farmer","Different Site",0.930501967020477
"1456","W0128-V203NS01","Farmer","Same Site",0.926889195875578
"1457","W0128-V301NS01","Farmer","Different Site",0.851305433996674
"1458","W0128-V301NS01","Farmer","Same Site",0.805768201797167
"1459","W0128-V302NS01","Farmer","Different Site",0.839684322301957
"1460","W0128-V302NS01","Farmer","Same Site",0.871701011939411
"1461","W0128-V303NS01","Farmer","Different Site",0.936844167025552
"1462","W0128-V303NS01","Farmer","Same Site",0.933170453202987
"1463","W0128-V402NS01","Farmer","Different Site",0.935892003525583
"1464","W0128-V402NS01","Farmer","Same Site",0.932962701482041
"1465","W0128-V403NS01","Farmer","Different Site",0.940108634119934
"1466","W0128-V403NS01","Farmer","Same Site",0.936976739870718
"1467","W0129-S001NS01","Farmer","Different Site",0.910974673380553
"1468","W0129-S001NS01","Farmer","Same Site",0.899979173001363
"1469","W0129-V103NS01","Farmer","Different Site",0.83597599463346
"1470","W0129-V103NS01","Farmer","Same Site",0.794426685848099
"1471","W0129-V201NS01","Farmer","Different Site",0.847208772351895
"1472","W0129-V201NS01","Farmer","Same Site",0.799777952209019
"1473","W0129-V202NS01","Farmer","Different Site",0.742426242680669
"1474","W0129-V202NS01","Farmer","Same Site",0.654978009216126
"1475","W0129-V203NS01","Farmer","Different Site",0.93257172001357
"1476","W0129-V203NS01","Farmer","Same Site",0.922868574195969
"1477","W0129-V301NS01","Farmer","Different Site",0.92807039287786
"1478","W0129-V301NS01","Farmer","Same Site",0.916642408765994
"1479","W0129-V302NS01","Farmer","Different Site",0.914990695535881
"1480","W0129-V302NS01","Farmer","Same Site",0.89664915846249
"1481","W0129-V303NS01","Farmer","Different Site",0.832860933192856
"1482","W0129-V303NS01","Farmer","Same Site",0.774217819679328
"1483","W0129-V402NS01","Farmer","Different Site",0.894024373786576
"1484","W0129-V402NS01","Farmer","Same Site",0.865743383665854
"1485","W0129-V403NS01","Farmer","Different Site",0.894413043483837
"1486","W0129-V403NS01","Farmer","Same Site",0.86717411776742
"1487","W0133-V101NS01","Farmer","Different Site",0.86818636598909
"1488","W0133-V101NS01","Farmer","Same Site",0.913597310514131
"1489","W0133-V102NS01","Farmer","Different Site",0.822764493939255
"1490","W0133-V102NS01","Farmer","Same Site",0.832983344282469
"1491","W0133-V103NS01","Farmer","Different Site",0.94373190045889
"1492","W0133-V103NS01","Farmer","Same Site",0.959166029638184
"1493","W0133-V201NS01","Farmer","Different Site",0.874637531685181
"1494","W0133-V201NS01","Farmer","Same Site",0.937288045612018
"1495","W0133-V202NS01","Farmer","Different Site",0.942107633252017
"1496","W0133-V202NS01","Farmer","Same Site",0.956151969577271
"1497","W0133-V203NS01","Farmer","Different Site",0.939984995399653
"1498","W0133-V203NS01","Farmer","Same Site",0.950537259681892
"1499","W0133-V302NS01","Farmer","Different Site",0.941875697189099
"1500","W0133-V302NS01","Farmer","Same Site",0.955229252433287
"1501","W0133-V402NS01","Farmer","Different Site",0.94320393956588
"1502","W0133-V402NS01","Farmer","Same Site",0.958445088538534
"1503","W0134-V101NS01","Farmer","Different Site",0.879586362390367
"1504","W0134-V101NS01","Farmer","Same Site",0.900790580674708
"1505","W0134-V102NS01","Farmer","Different Site",0.851499482626374
"1506","W0134-V102NS01","Farmer","Same Site",0.838787990081372
"1507","W0134-V103NS01","Farmer","Different Site",0.847883609286212
"1508","W0134-V103NS01","Farmer","Same Site",0.865292735100896
"1509","W0134-V201NS01","Farmer","Different Site",0.883638878950553
"1510","W0134-V201NS01","Farmer","Same Site",0.894378570508326
"1511","W0134-V202NS01","Farmer","Different Site",0.815519685987097
"1512","W0134-V202NS01","Farmer","Same Site",0.825128104848963
"1513","W0134-V203NS01","Farmer","Different Site",0.880801636447776
"1514","W0134-V203NS01","Farmer","Same Site",0.891204909531489
"1515","W0134-V302NS01","Farmer","Different Site",0.938603646914162
"1516","W0134-V302NS01","Farmer","Same Site",0.958244861142328
"1517","W0134-V303NS01","Farmer","Different Site",0.92134423098452
"1518","W0134-V303NS01","Farmer","Same Site",0.939391206743533
"1519","W0134-V402NS01","Farmer","Different Site",0.923475371446513
"1520","W0134-V402NS01","Farmer","Same Site",0.941520971913883
"1521","W0135-V101NS01","Farmer","Different Site",0.917034693084733
"1522","W0135-V101NS01","Farmer","Same Site",0.94311396540374
"1523","W0135-V102NS01","Farmer","Different Site",0.834604891628734
"1524","W0135-V102NS01","Farmer","Same Site",0.82200513798699
"1525","W0135-V103NS01","Farmer","Different Site",0.937084287818554
"1526","W0135-V103NS01","Farmer","Same Site",0.959825037085997
"1527","W0135-V202NS01","Farmer","Different Site",0.764081632048712
"1528","W0135-V202NS01","Farmer","Same Site",0.771191806564412
"1529","W0135-V302NS01","Farmer","Different Site",0.900484942400749
"1530","W0135-V302NS01","Farmer","Same Site",0.93978544426198
"1531","W0135-V401NS01","Farmer","Different Site",0.840805378250615
"1532","W0135-V401NS01","Farmer","Same Site",0.83811562344915
"1533","W0135-V402NS01","Farmer","Different Site",0.872838623564663
"1534","W0135-V402NS01","Farmer","Same Site",0.90691762195447
"1535","W0136-V101NS01","Farmer","Different Site",0.834598558518167
"1536","W0136-V101NS01","Farmer","Same Site",0.801581215273178
"1537","W0136-V102NS01","Farmer","Different Site",0.87117553967766
"1538","W0136-V102NS01","Farmer","Same Site",0.835576219978282
"1539","W0136-V103NS01","Farmer","Different Site",0.827638999180122
"1540","W0136-V103NS01","Farmer","Same Site",0.722644938812376
"1541","W0136-V201NS01","Farmer","Different Site",0.887292599675862
"1542","W0136-V201NS01","Farmer","Same Site",0.900257118253606
"1543","W0136-V202NS01","Farmer","Different Site",0.79428756870599
"1544","W0136-V202NS01","Farmer","Same Site",0.705659235132187
"1545","W0136-V203NS01","Farmer","Different Site",0.894203892457222
"1546","W0136-V203NS01","Farmer","Same Site",0.831165349363803
"1547","W0136-V302NS01","Farmer","Different Site",0.870503721819865
"1548","W0136-V302NS01","Farmer","Same Site",0.799619130401483
"1549","W0136-V303NS01","Farmer","Different Site",0.930411442730893
"1550","W0136-V303NS01","Farmer","Same Site",0.86058614668493
"1551","W0136-V402NS01","Farmer","Different Site",0.932702591900321
"1552","W0136-V402NS01","Farmer","Same Site",0.867596955439609
"1553","W0137-V101NS01","Farmer","Different Site",0.813139327237919
"1554","W0137-V101NS01","Farmer","Same Site",0.81349548097879
"1555","W0137-V102NS01","Farmer","Different Site",0.761939102583675
"1556","W0137-V102NS01","Farmer","Same Site",0.698604747558861
"1557","W0137-V202NS01","Farmer","Different Site",0.715515442532303
"1558","W0137-V202NS01","Farmer","Same Site",0.715006155906577
"1559","W0137-V302NS01","Farmer","Different Site",0.791519668981385
"1560","W0137-V302NS01","Farmer","Same Site",0.785171771005484
"1561","W0137-V401NS01","Farmer","Different Site",0.737914189796099
"1562","W0137-V401NS01","Farmer","Same Site",0.740256115752591
"1563","W0138-V101NS01","Farmer","Different Site",0.854891154297465
"1564","W0138-V101NS01","Farmer","Same Site",0.922134310778607
"1565","W0139-V101NS01","Farmer","Different Site",0.875301884718782
"1566","W0139-V101NS01","Farmer","Same Site",0.793118591507506
"1567","W0141-V101NS01","Farmer","Different Site",0.871267576171294
"1568","W0141-V101NS01","Farmer","Same Site",0.920976294694662
"1569","W0141-V102NS01","Farmer","Different Site",0.845750213000987
"1570","W0141-V102NS01","Farmer","Same Site",0.850701220446695
"1571","W0141-V103NS01","Farmer","Different Site",0.884284822311541
"1572","W0141-V103NS01","Farmer","Same Site",0.916721825551188
"1573","W0141-V202NS01","Farmer","Different Site",0.92115782531229
"1574","W0141-V202NS01","Farmer","Same Site",0.948585749828898
"1575","W0141-V302NS01","Farmer","Different Site",0.908853110598573
"1576","W0141-V302NS01","Farmer","Same Site",0.938314056178515
"1577","W0141-V401NS01","Farmer","Different Site",0.801356316973612
"1578","W0141-V401NS01","Farmer","Same Site",0.766755775150119
"1579","W0141-V402NS01","Farmer","Different Site",0.924635282279897
"1580","W0141-V402NS01","Farmer","Same Site",0.953592648514496
"1581","W0142-V101NS01","Farmer","Different Site",0.841367348660928
"1582","W0142-V101NS01","Farmer","Same Site",0.775688274767624
"1583","W0142-V102NS01","Farmer","Different Site",0.862748565400638
"1584","W0142-V102NS01","Farmer","Same Site",0.806947285813311
"1585","W0142-V103NS01","Farmer","Different Site",0.897340012980831
"1586","W0142-V103NS01","Farmer","Same Site",0.849706786193186
"1587","W0142-V202NS01","Farmer","Different Site",0.845341012636422
"1588","W0142-V202NS01","Farmer","Same Site",0.774986130809581
"1589","W0142-V203NS01","Farmer","Different Site",0.893505209158602
"1590","W0142-V203NS01","Farmer","Same Site",0.841797061746151
"1591","W0142-V302NS01","Farmer","Different Site",0.927975678626581
"1592","W0142-V302NS01","Farmer","Same Site",0.88753112639849
"1593","W0142-V401NS01","Farmer","Different Site",0.845508643323577
"1594","W0142-V401NS01","Farmer","Same Site",0.776752652284892
"1595","W0142-V402NS01","Farmer","Different Site",0.856730452411992
"1596","W0142-V402NS01","Farmer","Same Site",0.790234867925247
"1597","W0143-V101NS01","Farmer","Different Site",0.913533643127227
"1598","W0143-V101NS01","Farmer","Same Site",0.926631715189846
"1599","W0143-V102NS01","Farmer","Different Site",0.866459763420758
"1600","W0143-V102NS01","Farmer","Same Site",0.847814553116354
"1601","W0143-V103NS01","Farmer","Different Site",0.935745550162511
"1602","W0143-V103NS01","Farmer","Same Site",0.935429909214497
"1603","W0143-V202NS01","Farmer","Different Site",0.874527892390806
"1604","W0143-V202NS01","Farmer","Same Site",0.877617234198497
"1605","W0143-V203NS01","Farmer","Different Site",0.978189919972583
"1606","W0143-V203NS01","Farmer","Same Site",0.997169852665662
"1607","W0143-V302NS01","Farmer","Different Site",0.903701109059286
"1608","W0143-V302NS01","Farmer","Same Site",0.905047726282646
"1609","W0143-V401NS01","Farmer","Different Site",0.933460088996004
"1610","W0143-V401NS01","Farmer","Same Site",0.932317689505232
"1611","W0143-V402NS01","Farmer","Different Site",0.93054818861669
"1612","W0143-V402NS01","Farmer","Same Site",0.938677426022368
"1613","W0201-P001NS01","Farmer","Different Site",0.928983733119334
"1614","W0201-P001NS01","Farmer","Same Site",0.961790058368175
"1615","W0202-P001NS01","Farmer","Different Site",0.914260655236522
"1616","W0202-P001NS01","Farmer","Same Site",0.941534448816916
"1617","W0202-S001NS01","Farmer","Different Site",0.930113078777625
"1618","W0202-S001NS01","Farmer","Same Site",0.944997891628472
"1619","W0202-V102NS01","Farmer","Different Site",0.868019171221514
"1620","W0202-V102NS01","Farmer","Same Site",0.911501046434339
"1621","W0202-V103NS01","Farmer","Different Site",0.931785971811916
"1622","W0202-V103NS01","Farmer","Same Site",0.930116179561785
"1623","W0202-V104NS01","Farmer","Different Site",0.937781995996738
"1624","W0202-V104NS01","Farmer","Same Site",0.940272931035715
"1625","W0202-V203NS01","Farmer","Different Site",0.943022827616303
"1626","W0202-V203NS01","Farmer","Same Site",0.946126998108913
"1627","W0202-V204NS01","Farmer","Different Site",0.867582197750473
"1628","W0202-V204NS01","Farmer","Same Site",0.877960235876024
"1629","W0202-V303NS01","Farmer","Different Site",0.930391106268651
"1630","W0202-V303NS01","Farmer","Same Site",0.934625642413809
"1631","W0202-V401NS01","Farmer","Different Site",0.833326637824549
"1632","W0202-V401NS01","Farmer","Same Site",0.92016011747452
"1633","W0202-V402NS01","Farmer","Different Site",0.824436040300085
"1634","W0202-V402NS01","Farmer","Same Site",0.78302278337233
"1635","W0202-V403NS01","Farmer","Different Site",0.915451219673599
"1636","W0202-V403NS01","Farmer","Same Site",0.923493907073356
"1637","W0202-W001NS01","Farmer","Different Site",0.810355296689248
"1638","W0202-W001NS01","Farmer","Same Site",0.904340049096764
"1639","W0210-F001NS01","Farmer","Different Site",0.831837352146247
"1640","W0210-F001NS01","Farmer","Same Site",0.760863486898211
"1641","W0210-P001NS01","Farmer","Different Site",0.840032506937871
"1642","W0210-P001NS01","Farmer","Same Site",0.760207693041258
"1643","W0210-S001NS01","Farmer","Different Site",0.866855780972321
"1644","W0210-S001NS01","Farmer","Same Site",0.810462502993335
"1645","W0210-V103NS01","Farmer","Different Site",0.912540300260476
"1646","W0210-V103NS01","Farmer","Same Site",0.915972375194366
"1647","W0210-V104NS01","Farmer","Different Site",0.940777345191641
"1648","W0210-V104NS01","Farmer","Same Site",0.936905493815607
"1649","W0210-V203NS01","Farmer","Different Site",0.930027713042567
"1650","W0210-V203NS01","Farmer","Same Site",0.936160286926628
"1651","W0210-V302NS01","Farmer","Different Site",0.926913026843037
"1652","W0210-V302NS01","Farmer","Same Site",0.923273124066079
"1653","W0210-V303NS01","Farmer","Different Site",0.984078790677443
"1654","W0210-V303NS01","Farmer","Same Site",0.99304501237502
"1655","W0210-V401NS01","Farmer","Different Site",0.863462355294634
"1656","W0210-V401NS01","Farmer","Same Site",0.836211019997821
"1657","W0210-V402NS01","Farmer","Different Site",0.944421548410547
"1658","W0210-V402NS01","Farmer","Same Site",0.950018368248694
"1659","W0210-V403NS01","Farmer","Different Site",0.965845690190487
"1660","W0210-V403NS01","Farmer","Same Site",0.97088314232182
"1661","W0215-P001NS01","Farmer","Different Site",0.782722794646814
"1662","W0215-P001NS01","Farmer","Same Site",0.732415134808958
"1663","W0215-S001NS01","Farmer","Different Site",0.826230097215953
"1664","W0215-S001NS01","Farmer","Same Site",0.780579042366835
"1665","W0215-V103NS01","Farmer","Different Site",0.757646399564539
"1666","W0215-V103NS01","Farmer","Same Site",0.657385405989226
"1667","W0215-V203NS01","Farmer","Different Site",0.884344397910011
"1668","W0215-V203NS01","Farmer","Same Site",0.86406006826341
"1669","W0215-V301NS01","Farmer","Different Site",0.804161005967077
"1670","W0215-V301NS01","Farmer","Same Site",0.796093556673514
"1671","W0215-V302NS01","Farmer","Different Site",0.764803953385201
"1672","W0215-V302NS01","Farmer","Same Site",0.662313196553443
"1673","W0215-V303NS01","Farmer","Different Site",0.812388793029356
"1674","W0215-V303NS01","Farmer","Same Site",0.734175834743581
"1675","W0215-V402NS01","Farmer","Different Site",0.745533299378428
"1676","W0215-V402NS01","Farmer","Same Site",0.700144253327616
